order_date,product_id,rank,quantity
2025-12-07,ffc89e1b-e3ec-4a2e-96ca-23803cf6e60a,A,1
2025-12-07,ffc89e1b-e3ec-4a2e-96ca-23803cf6e60a,S,2
2025-12-08,04e54b66-aaae-4cce-8ff5-e6184d5103c7,S,1
2025-12-08,1bbaf5c9-796f-4c2e-9699-751a59369149,A,1
2025-12-08,1d0346ad-9e15-4df7-aaaf-8f54706c866f,A,1
2025-12-08,1d0346ad-9e15-4df7-aaaf-8f54706c866f,B,1
2025-12-08,1f552c97-2207-4712-b194-d56dd6b4a181,S,3
2025-12-08,214f776f-1321-4099-a063-edb8c6f94a4c,A,1
2025-12-08,2279b085-28d8-4ba9-9f72-3d203679e49f,S,2
2025-12-08,23af4676-e739-4acb-a30d-af68112a0938,A,3
2025-12-08,29a47f5f-7a5b-41a6-9ee6-b3166bba9517,A,1
2025-12-08,2a84797b-5183-4efb-991c-925f949a45bd,A,1
2025-12-08,2a95e1a0-db55-4f3d-8935-177ab5bb4366,A,1
2025-12-08,2a95e1a0-db55-4f3d-8935-177ab5bb4366,S,1
2025-12-08,35815c12-e02e-4106-9fec-977ec2a56fe5,A,3
2025-12-08,35815c12-e02e-4106-9fec-977ec2a56fe5,S,4
2025-12-08,39358caa-0199-4459-890b-99431b09be1c,A,3
2025-12-08,39358caa-0199-4459-890b-99431b09be1c,S,3
2025-12-08,3c655570-6c01-4e7f-935c-59259aacda69,A,1
2025-12-08,45180634-eea3-4caf-8e96-6f12e839362f,A,1
2025-12-08,4af3b8d5-8639-40ae-9e36-cc6e9a21c37a,A,2
2025-12-08,4af3b8d5-8639-40ae-9e36-cc6e9a21c37a,S,6
2025-12-08,4bfed0da-e629-4406-96dc-2bfcd7af9e5d,S,3
2025-12-08,4c3aa7db-e84c-4a5d-816c-737ac47022ef,A,1
2025-12-08,555f01de-dc41-461a-b4f0-ce3221019b0d,A,3
2025-12-08,555f01de-dc41-461a-b4f0-ce3221019b0d,S,2
2025-12-08,577e24e2-ce0c-4c28-8297-2ada305febb3,A,1
2025-12-08,74b9c703-ee7b-4327-bb8d-91026be46529,A,1
2025-12-08,75025503-bce5-4092-a701-1e56a88084c8,A,1
2025-12-08,7e083cdd-c5bf-4daa-b91c-e0994793903a,S,3
2025-12-08,876b56cd-a760-44cc-a87e-275a0d1e04c9,A,1
2025-12-08,9a07f39f-78d1-4749-8d83-54bf12221757,S,2
2025-12-08,a19cc549-1d8d-4751-8275-3e32647e1c5e,A,1
2025-12-08,b3ed4317-79f5-435e-9458-91e83212c960,A,1
2025-12-08,c00959fb-f348-4996-855d-ffddee75ce7b,S,1
2025-12-08,c0781096-9dd4-4621-8c39-98003451b6cd,A,1
2025-12-08,d66107a1-05c3-4d4b-bd77-122912b59058,A,2
2025-12-08,e4fa9fcc-4414-4750-ba87-11e1eb83d3ee,A,1
2025-12-08,e4fa9fcc-4414-4750-ba87-11e1eb83d3ee,S,1
2025-12-08,e994b81a-1f4a-4d57-9970-6b9452b19505,S,2
2025-12-08,ffc89e1b-e3ec-4a2e-96ca-23803cf6e60a,A,1
2025-12-09,012c274e-6474-4cca-833c-b51f1b03f074,A,1
2025-12-09,04a7f757-ec80-472a-a6ba-63af675e908d,S,2
2025-12-09,062908c3-4787-4008-9f1f-4881b9251345,A,2
2025-12-09,160a85a2-669a-4763-9931-2ca7f833c744,A,5
2025-12-09,1d0346ad-9e15-4df7-aaaf-8f54706c866f,S,4
2025-12-09,1f552c97-2207-4712-b194-d56dd6b4a181,A,4
2025-12-09,25f8397d-4821-436c-8142-9505698cc552,S,1
2025-12-09,260c0e8c-86c8-4877-a98d-9c42c6b731ab,A,1
2025-12-09,295f1d02-1d7c-46f7-9078-3ed11eedfdd3,B,1
2025-12-09,296b5b97-a3c6-46dd-9426-d84c264b2af9,A,1
2025-12-09,296b5b97-a3c6-46dd-9426-d84c264b2af9,S,1
2025-12-09,29a47f5f-7a5b-41a6-9ee6-b3166bba9517,S,1
2025-12-09,2a95e1a0-db55-4f3d-8935-177ab5bb4366,A,1
2025-12-09,2a95e1a0-db55-4f3d-8935-177ab5bb4366,S,5
2025-12-09,33143937-f160-4ec1-bda4-76194c2b450d,A,3
2025-12-09,34d9a1bc-f2d7-4034-8503-ea73741cb9b8,A,1
2025-12-09,39358caa-0199-4459-890b-99431b09be1c,S,4
2025-12-09,48ba6bc9-3eb8-4346-90bb-ebd2ba94c85e,S,1
2025-12-09,4af3b8d5-8639-40ae-9e36-cc6e9a21c37a,A,7
2025-12-09,4af3b8d5-8639-40ae-9e36-cc6e9a21c37a,S,2
2025-12-09,4bbd8d8b-0cb1-4bd7-b3a0-3b4be9acec38,A,3
2025-12-09,77452cc0-680d-484c-95f4-ce2cfa7b848c,A,1
2025-12-09,7e083cdd-c5bf-4daa-b91c-e0994793903a,S,1
2025-12-09,824ac833-2760-4789-8292-a19bbdf0e8d5,A,1
2025-12-09,85fcbbac-58c5-4ab1-8b14-8267da5a4bc6,A,1
2025-12-09,900007fd-9228-4a48-9d10-0df359dd6e4c,A,1
2025-12-09,93877109-2c3d-4a0c-8ef2-5166249fd6e6,S,1
2025-12-09,ae2cd651-9c5b-445d-9a7b-f2442bbf1225,A,1
2025-12-09,bb275c50-3999-4859-b716-0be5655dd65a,S,1
2025-12-09,c00959fb-f348-4996-855d-ffddee75ce7b,S,7
2025-12-09,c0781096-9dd4-4621-8c39-98003451b6cd,S,2
2025-12-09,c9f0f04b-279e-493c-a621-aac4e1742647,A,2
2025-12-09,c9f0f04b-279e-493c-a621-aac4e1742647,S,1
2025-12-09,cad22e8b-e8fc-4f7d-9dc0-c6e2dbff23d2,A,3
2025-12-09,d544886c-0ce3-4488-927a-7c15ad5389a0,A,4
2025-12-09,d66107a1-05c3-4d4b-bd77-122912b59058,A,1
2025-12-09,e4fa9fcc-4414-4750-ba87-11e1eb83d3ee,A,5
2025-12-09,facb9303-c59a-4615-a165-0b6130380f0e,A,1
2025-12-09,ffc89e1b-e3ec-4a2e-96ca-23803cf6e60a,A,2
2025-12-10,09fb3f41-63b8-4884-baf0-8d0edded1571,A,7
2025-12-10,15259d91-ed0f-4114-9b57-b3736bb20cae,A,1
2025-12-10,160a85a2-669a-4763-9931-2ca7f833c744,A,1
2025-12-10,16b92d24-1792-467b-ae83-a8ebb700bc33,A,1
2025-12-10,182d9fc4-2ffd-40a3-9027-70b22f442222,B,1
2025-12-10,195445c9-c0ae-465f-92ec-206b99cb0755,A,2
2025-12-10,195445c9-c0ae-465f-92ec-206b99cb0755,S,1
2025-12-10,1b3554d1-4de5-4bf3-a167-92ae6169a9a7,A,1
2025-12-10,1d0346ad-9e15-4df7-aaaf-8f54706c866f,A,1
2025-12-10,1d0346ad-9e15-4df7-aaaf-8f54706c866f,S,12
2025-12-10,1f552c97-2207-4712-b194-d56dd6b4a181,B,1
2025-12-10,1f552c97-2207-4712-b194-d56dd6b4a181,S,9
2025-12-10,214f776f-1321-4099-a063-edb8c6f94a4c,A,2
2025-12-10,25f8397d-4821-436c-8142-9505698cc552,S,1
2025-12-10,296b5b97-a3c6-46dd-9426-d84c264b2af9,A,3
2025-12-10,296b5b97-a3c6-46dd-9426-d84c264b2af9,S,2
2025-12-10,2a84797b-5183-4efb-991c-925f949a45bd,A,7
2025-12-10,34d9a1bc-f2d7-4034-8503-ea73741cb9b8,S,1
2025-12-10,39358caa-0199-4459-890b-99431b09be1c,S,3
2025-12-10,4274964e-2d4f-4255-9b78-d6d1632064a8,A,1
2025-12-10,4485d71a-b3ea-413f-87ea-ca2d4dbdcdc8,S,2
2025-12-10,4833b69f-84ae-427c-be99-6f0a658d0f61,A,4
2025-12-10,4833b69f-84ae-427c-be99-6f0a658d0f61,S,1
2025-12-10,4af3b8d5-8639-40ae-9e36-cc6e9a21c37a,S,7
2025-12-10,4bbd8d8b-0cb1-4bd7-b3a0-3b4be9acec38,S,1
2025-12-10,4bfed0da-e629-4406-96dc-2bfcd7af9e5d,A,1
2025-12-10,4bfed0da-e629-4406-96dc-2bfcd7af9e5d,S,1
2025-12-10,53c63171-5fd1-41c3-bb69-d3e6dfb2a4af,A,1
2025-12-10,555f01de-dc41-461a-b4f0-ce3221019b0d,S,4
2025-12-10,58f1fb4f-cd81-45c3-9dd8-6d8568ea9739,B,1
2025-12-10,5b88eb25-2767-42f9-aa4e-9b9999555040,A,1
2025-12-10,6191b5bd-ac53-4fdb-8cf1-bb49975e503f,A,2
2025-12-10,6f3500c8-08f7-4216-b0e7-ebd42ab40584,S,4
2025-12-10,74e42fd3-85ae-437c-9883-1de10c31fc3a,A,2
2025-12-10,7b55f64d-5b0f-42b8-983c-9b6b697c95ee,A,2
2025-12-10,7e083cdd-c5bf-4daa-b91c-e0994793903a,S,8
2025-12-10,7f325522-d605-406e-a568-688b87db3bcf,S,1
2025-12-10,8434c164-fb0d-43d0-bf01-901654342f2d,A,1
2025-12-10,87910721-75e7-4dd0-ac39-9d4bb3b5c6fd,S,1
2025-12-10,900007fd-9228-4a48-9d10-0df359dd6e4c,A,2
2025-12-10,9932fa61-abe2-4d66-92b5-5e055ce8d286,A,1
2025-12-10,99c8d3aa-2b43-4647-8018-fbd32c2adc33,C,1
2025-12-10,99cb2003-be51-49ba-8177-2fc58f2acfd6,B,1
2025-12-10,a19cc549-1d8d-4751-8275-3e32647e1c5e,S,3
2025-12-10,aac16750-5341-4dfb-8550-cff43ce6ac22,A,1
2025-12-10,c00959fb-f348-4996-855d-ffddee75ce7b,A,1
2025-12-10,c00959fb-f348-4996-855d-ffddee75ce7b,S,10
2025-12-10,c0781096-9dd4-4621-8c39-98003451b6cd,A,4
2025-12-10,c0781096-9dd4-4621-8c39-98003451b6cd,S,7
2025-12-10,c9f0f04b-279e-493c-a621-aac4e1742647,A,1
2025-12-10,c9f0f04b-279e-493c-a621-aac4e1742647,S,1
2025-12-10,cb63dbce-3612-4155-a94c-1259ca761155,S,1
2025-12-10,ce2e2dbf-8300-44e4-b393-6842c1ae38b2,A,1
2025-12-10,d1dfcea3-00f5-436c-aad4-e488051f50c3,A,1
2025-12-10,d66107a1-05c3-4d4b-bd77-122912b59058,A,12
2025-12-10,d66107a1-05c3-4d4b-bd77-122912b59058,S,4
2025-12-10,d8d52d94-4f32-4bd9-a80f-7439849e4fed,A,1
2025-12-10,df69f2f9-050d-4778-87c8-dbc68f1f405e,S,1
2025-12-10,e4fa9fcc-4414-4750-ba87-11e1eb83d3ee,S,7
2025-12-10,e7c51652-6a98-46ca-9058-bdc2ad8576d8,S,1
2025-12-10,eca51b4d-5b6b-417a-b353-cf51099e81ce,S,1
2025-12-10,f9d45c88-1520-4de6-b24c-1863e33743a8,S,1
2025-12-10,ffc89e1b-e3ec-4a2e-96ca-23803cf6e60a,S,2
2025-12-11,04a7f757-ec80-472a-a6ba-63af675e908d,A,1
2025-12-11,05f95a4b-3285-4836-8345-cbdf81bc099b,S,1
2025-12-11,0687b9e7-4102-4225-82d6-edcf0bd2d564,S,2
2025-12-11,0ad21990-cf2c-4794-a1c9-8d013effa61a,A,3
2025-12-11,0e5d902f-0f95-4c59-867b-9cffaceedc41,A,1
2025-12-11,0e5d902f-0f95-4c59-867b-9cffaceedc41,S,1
2025-12-11,1230f9a5-e470-4690-b8c6-e1fd4c303c94,A,1
2025-12-11,195445c9-c0ae-465f-92ec-206b99cb0755,S,4
2025-12-11,1d0346ad-9e15-4df7-aaaf-8f54706c866f,A,1
2025-12-11,1d0346ad-9e15-4df7-aaaf-8f54706c866f,S,8
2025-12-11,1f552c97-2207-4712-b194-d56dd6b4a181,S,2
2025-12-11,260c0e8c-86c8-4877-a98d-9c42c6b731ab,S,1
2025-12-11,27f65347-bbe9-456b-82d1-c6f99c95331f,S,1
2025-12-11,296b5b97-a3c6-46dd-9426-d84c264b2af9,A,1
2025-12-11,296b5b97-a3c6-46dd-9426-d84c264b2af9,B,1
2025-12-11,29a47f5f-7a5b-41a6-9ee6-b3166bba9517,S,1
2025-12-11,2a84797b-5183-4efb-991c-925f949a45bd,B,1
2025-12-11,2a95e1a0-db55-4f3d-8935-177ab5bb4366,A,4
2025-12-11,2a95e1a0-db55-4f3d-8935-177ab5bb4366,S,6
2025-12-11,3188b449-f8ee-47d6-89f7-aa2c94b96b47,S,1
2025-12-11,3855d062-b8d8-4412-8836-5bdff6d750bb,A,1
2025-12-11,39358caa-0199-4459-890b-99431b09be1c,A,6
2025-12-11,4091cb50-b76b-4372-8bea-80047281e3ce,S,1
2025-12-11,422fe7f5-ec8d-47af-adb9-8af9a8679f9a,S,1
2025-12-11,4485d71a-b3ea-413f-87ea-ca2d4dbdcdc8,S,4
2025-12-11,4833b69f-84ae-427c-be99-6f0a658d0f61,A,2
2025-12-11,555f01de-dc41-461a-b4f0-ce3221019b0d,A,4
2025-12-11,55e3b14a-5bb1-438d-995a-dd43b8792444,S,1
2025-12-11,6948ef1d-ee88-4429-b37c-2491b6e62ad5,A,4
2025-12-11,6db43814-edb3-4ea0-a427-8446e46620cc,S,1
2025-12-11,6f3500c8-08f7-4216-b0e7-ebd42ab40584,S,4
2025-12-11,71cda042-b744-4a70-88f1-d48da6abd6fe,A,2
2025-12-11,7e083cdd-c5bf-4daa-b91c-e0994793903a,S,8
2025-12-11,85143a04-1d3c-4555-8038-fd9884c1e2ba,S,1
2025-12-11,97fab01b-8704-4b13-a54f-ee635441a485,A,1
2025-12-11,982fcbd0-73c8-40b0-bdfe-2f33b7ed8986,S,2
2025-12-11,9ef061b9-0aa5-4f42-be46-03f31a529738,S,1
2025-12-11,9f2b1f2a-6148-4b5e-abcf-4ad8fa1ba510,A,3
2025-12-11,a12bcdfa-c42c-4ab2-9141-c3c4c8155911,A,5
2025-12-11,a58f8e7d-48d4-4d30-8f7c-2a657f8594e2,S,2
2025-12-11,b74b2edb-9428-4f76-9a43-c601878db9b1,S,1
2025-12-11,bb275c50-3999-4859-b716-0be5655dd65a,A,1
2025-12-11,bb275c50-3999-4859-b716-0be5655dd65a,S,2
2025-12-11,bd0bb658-0ec9-4470-b5c9-cf603cb85e4d,S,1
2025-12-11,c00959fb-f348-4996-855d-ffddee75ce7b,S,4
2025-12-11,c0781096-9dd4-4621-8c39-98003451b6cd,S,4
2025-12-11,cad22e8b-e8fc-4f7d-9dc0-c6e2dbff23d2,A,2
2025-12-11,cad22e8b-e8fc-4f7d-9dc0-c6e2dbff23d2,S,1
2025-12-11,cd5aa6c6-99f7-4a7c-aff3-80f7d2d189e7,A,2
2025-12-11,cd5aa6c6-99f7-4a7c-aff3-80f7d2d189e7,S,9
2025-12-11,ce0cb3e1-04f4-461c-b2a2-9277d0f1717d,S,3
2025-12-11,d66107a1-05c3-4d4b-bd77-122912b59058,S,12
2025-12-11,da9f76af-6d9d-4198-9cd7-cdef4681a812,A,1
2025-12-11,da9f76af-6d9d-4198-9cd7-cdef4681a812,S,4
2025-12-11,db3d9659-fcf7-4520-99c1-408655885eda,S,1
2025-12-11,df69f2f9-050d-4778-87c8-dbc68f1f405e,A,1
2025-12-11,e2e78e8a-016e-4c22-bbd0-3249dcf60c2a,A,1
2025-12-11,e2e78e8a-016e-4c22-bbd0-3249dcf60c2a,S,4
2025-12-11,e4fa9fcc-4414-4750-ba87-11e1eb83d3ee,A,1
2025-12-11,e4fa9fcc-4414-4750-ba87-11e1eb83d3ee,B,1
2025-12-11,e4fa9fcc-4414-4750-ba87-11e1eb83d3ee,S,2
2025-12-11,eeea65bd-72a8-4ac8-82bb-241d06390868,S,1
2025-12-11,f2a5ac20-ada9-4357-85c5-685e83b4803f,S,1
2025-12-11,f8d52c0d-9cb3-403f-92a9-580ab29939e7,A,3
2025-12-11,f9d45c88-1520-4de6-b24c-1863e33743a8,S,4
2025-12-11,fdde06dd-0364-485a-a6ba-2c652f25383c,A,3
2025-12-11,fdde06dd-0364-485a-a6ba-2c652f25383c,S,3
2025-12-11,ffc89e1b-e3ec-4a2e-96ca-23803cf6e60a,A,4
2025-12-12,1230f9a5-e470-4690-b8c6-e1fd4c303c94,S,1
2025-12-12,191c81f0-8f85-4130-b3bf-19dab4721ea9,S,1
2025-12-12,1b81d2fb-309f-44da-a988-05929998e987,S,3
2025-12-12,1bbaf5c9-796f-4c2e-9699-751a59369149,S,1
2025-12-12,1d0346ad-9e15-4df7-aaaf-8f54706c866f,S,4
2025-12-12,1f552c97-2207-4712-b194-d56dd6b4a181,S,3
2025-12-12,214f776f-1321-4099-a063-edb8c6f94a4c,S,2
2025-12-12,23af4676-e739-4acb-a30d-af68112a0938,A,3
2025-12-12,25f8397d-4821-436c-8142-9505698cc552,S,2
2025-12-12,260c0e8c-86c8-4877-a98d-9c42c6b731ab,A,1
2025-12-12,28c98c0d-255d-4028-97dc-ef31fa66124c,A,1
2025-12-12,2a95e1a0-db55-4f3d-8935-177ab5bb4366,S,2
2025-12-12,2f3992ea-9b18-4ec9-b06b-3c3fc9e7c3df,A,2
2025-12-12,3188b449-f8ee-47d6-89f7-aa2c94b96b47,A,1
2025-12-12,35815c12-e02e-4106-9fec-977ec2a56fe5,S,3
2025-12-12,39358caa-0199-4459-890b-99431b09be1c,A,3
2025-12-12,39358caa-0199-4459-890b-99431b09be1c,S,3
2025-12-12,3ccafb6b-b976-4607-bde1-5eb8a9c5a113,S,4
2025-12-12,4af3b8d5-8639-40ae-9e36-cc6e9a21c37a,A,4
2025-12-12,4af3b8d5-8639-40ae-9e36-cc6e9a21c37a,S,4
2025-12-12,533e2688-f407-4fce-829b-bd28b2cbeee6,A,2
2025-12-12,555f01de-dc41-461a-b4f0-ce3221019b0d,A,1
2025-12-12,555f01de-dc41-461a-b4f0-ce3221019b0d,S,3
2025-12-12,55f1ada7-0e4f-46c7-9263-d9e37a9a1954,S,3
2025-12-12,5716b593-174b-4da7-b687-e676a1419edc,A,1
2025-12-12,5a16779a-a945-4f0d-88d4-221f425974c4,A,1
2025-12-12,6639ebfa-b6bf-4ad4-b06f-0c4081726b02,S,1
2025-12-12,6727d328-957f-4f12-97a5-1f5b7ee87e8a,A,2
2025-12-12,67a8fe21-cb45-469c-a249-e5705a407a9f,S,1
2025-12-12,764ff70c-ba81-4331-8eb3-dff76ff66a94,A,1
2025-12-12,785a755b-421e-4fd2-a6aa-c2ec3bc18335,A,1
2025-12-12,785a755b-421e-4fd2-a6aa-c2ec3bc18335,S,1
2025-12-12,7b55f64d-5b0f-42b8-983c-9b6b697c95ee,A,8
2025-12-12,7b55f64d-5b0f-42b8-983c-9b6b697c95ee,S,17
2025-12-12,7e083cdd-c5bf-4daa-b91c-e0994793903a,S,4
2025-12-12,824ac833-2760-4789-8292-a19bbdf0e8d5,A,2
2025-12-12,8359cc4c-e6fc-4e95-8874-8c94abc3cc5d,A,1
2025-12-12,84ea1bbf-ec62-46c8-8116-aca2bdd6833a,A,4
2025-12-12,85fcbbac-58c5-4ab1-8b14-8267da5a4bc6,A,2
2025-12-12,97129784-5cc1-4bf3-80f5-762b6f9469e3,S,1
2025-12-12,98af10e5-9bf8-489c-929b-498ab2e8ef37,S,1
2025-12-12,9a07f39f-78d1-4749-8d83-54bf12221757,S,1
2025-12-12,ac8b943b-ee46-4647-b700-9716393fe597,A,2
2025-12-12,ae2cd651-9c5b-445d-9a7b-f2442bbf1225,S,1
2025-12-12,b08b6d32-52b1-402b-8a11-9299eaeec41c,A,3
2025-12-12,b74b2edb-9428-4f76-9a43-c601878db9b1,A,2
2025-12-12,b74b2edb-9428-4f76-9a43-c601878db9b1,S,1
2025-12-12,bb275c50-3999-4859-b716-0be5655dd65a,S,1
2025-12-12,bde7ab2e-c47d-4b32-9d76-0df83a3fee9d,S,1
2025-12-12,c00959fb-f348-4996-855d-ffddee75ce7b,S,3
2025-12-12,c0781096-9dd4-4621-8c39-98003451b6cd,S,3
2025-12-12,c9f0f04b-279e-493c-a621-aac4e1742647,A,3
2025-12-12,c9f0f04b-279e-493c-a621-aac4e1742647,S,2
2025-12-12,cb63dbce-3612-4155-a94c-1259ca761155,A,1
2025-12-12,cb63dbce-3612-4155-a94c-1259ca761155,S,2
2025-12-12,cbabc4f7-abbe-456f-ab3b-2f8b8157bb06,S,1
2025-12-12,cc0adb88-b8ab-4e80-989f-790e792b0ba7,A,1
2025-12-12,cd5aa6c6-99f7-4a7c-aff3-80f7d2d189e7,S,2
2025-12-12,ce0cb3e1-04f4-461c-b2a2-9277d0f1717d,A,4
2025-12-12,d544886c-0ce3-4488-927a-7c15ad5389a0,A,1
2025-12-12,d66107a1-05c3-4d4b-bd77-122912b59058,A,6
2025-12-12,d66107a1-05c3-4d4b-bd77-122912b59058,B,2
2025-12-12,d6fecf62-8b3d-4058-a4dc-dbb15ef99a0a,A,2
2025-12-12,da9f76af-6d9d-4198-9cd7-cdef4681a812,A,2
2025-12-12,de1282d0-0a7a-499b-b2e9-4060e8a98046,A,3
2025-12-12,e134227a-7fa6-455d-82df-c2e604817905,A,3
2025-12-12,e4205724-8537-42a0-aa0f-9770cd3ba3bb,S,1
2025-12-12,e4fa9fcc-4414-4750-ba87-11e1eb83d3ee,A,1
2025-12-12,e4fa9fcc-4414-4750-ba87-11e1eb83d3ee,B,1
2025-12-12,f54cb8cd-d051-4554-afdc-399107489ae5,A,1
2025-12-12,f9d45c88-1520-4de6-b24c-1863e33743a8,A,3
2025-12-12,f9d45c88-1520-4de6-b24c-1863e33743a8,B,1
2025-12-12,fdde06dd-0364-485a-a6ba-2c652f25383c,A,1
2025-12-12,ffc89e1b-e3ec-4a2e-96ca-23803cf6e60a,A,5
2025-12-13,04e54b66-aaae-4cce-8ff5-e6184d5103c7,S,3
2025-12-13,0ad21990-cf2c-4794-a1c9-8d013effa61a,A,2
2025-12-13,145b4a82-d3c3-4224-8144-3a8d02167ad4,A,1
2025-12-13,14fb3677-349a-479f-9051-0b7b3038df64,A,2
2025-12-13,15259d91-ed0f-4114-9b57-b3736bb20cae,B,1
2025-12-13,1d0346ad-9e15-4df7-aaaf-8f54706c866f,A,1
2025-12-13,1f552c97-2207-4712-b194-d56dd6b4a181,A,1
2025-12-13,1f552c97-2207-4712-b194-d56dd6b4a181,S,2
2025-12-13,20100fcb-e0d4-4625-b461-ead0f90702a1,A,2
2025-12-13,214f776f-1321-4099-a063-edb8c6f94a4c,S,9
2025-12-13,296b5b97-a3c6-46dd-9426-d84c264b2af9,A,1
2025-12-13,2a95e1a0-db55-4f3d-8935-177ab5bb4366,A,1
2025-12-13,2a95e1a0-db55-4f3d-8935-177ab5bb4366,S,4
2025-12-13,33856bb0-e26b-4e2e-b86d-6daebad8a6c6,A,1
2025-12-13,35d904f3-f7d7-4b11-b53e-45332c7650fd,A,1
2025-12-13,39358caa-0199-4459-890b-99431b09be1c,A,1
2025-12-13,39358caa-0199-4459-890b-99431b09be1c,S,4
2025-12-13,4af3b8d5-8639-40ae-9e36-cc6e9a21c37a,S,6
2025-12-13,555f01de-dc41-461a-b4f0-ce3221019b0d,S,3
2025-12-13,55f1ada7-0e4f-46c7-9263-d9e37a9a1954,A,3
2025-12-13,5cd9e0bc-9224-4edf-95e2-6bc4f99021c0,A,1
2025-12-13,5f982d79-2daa-4863-aa6b-87d881a7b729,A,1
2025-12-13,7e083cdd-c5bf-4daa-b91c-e0994793903a,A,3
2025-12-13,824ac833-2760-4789-8292-a19bbdf0e8d5,S,2
2025-12-13,87910721-75e7-4dd0-ac39-9d4bb3b5c6fd,A,2
2025-12-13,8e25e0b2-b66d-4150-bc91-760a71dd4eef,A,1
2025-12-13,8e25e0b2-b66d-4150-bc91-760a71dd4eef,B,2
2025-12-13,90b11cab-9dea-4818-807e-347faef8abf8,A,1
2025-12-13,92eec975-16c0-46bc-b7a2-413ae8db3b0c,S,1
2025-12-13,92ff6b9f-004c-4185-9832-40535e62bea3,C,1
